Date,Open,High,Low,Close,Adj Close,Volume
2009-11-05,155.489502,161.014496,154.391296,159.813400,135.052475,22030864
2009-11-06,160.602707,161.666504,158.578003,160.431107,135.574509,14367045
2009-11-09,161.975296,162.867599,160.225204,161.014496,136.067505,11513540
2009-11-10,161.289001,162.558701,159.504501,160.087906,135.284485,11658758
2009-11-11,160.259506,162.249893,159.607498,159.950607,135.168457,11827570
2009-11-12,158.852493,161.460602,158.166199,160.328094,135.487442,7805475
2009-11-13,159.813400,161.632202,159.024094,161.254700,136.270477,7323886
2009-11-16,161.975296,166.813995,161.494904,166.676697,140.852402,15642991
2009-11-17,165.818802,169.422104,165.818802,168.152405,142.099487,19798589
2009-11-18,165.235397,168.049393,164.892303,166.539505,140.736526,15735546
2009-11-19,165.681595,166.505203,161.975296,162.387100,137.227448,11981629
2009-11-20,162.524399,165.063797,162.112595,162.352798,137.198425,19214767
2009-11-23,163.279404,165.304092,163.279404,164.343201,138.880493,7889227
2009-11-24,163.313705,166.024704,162.112595,165.063797,139.489410,24227204
2009-11-25,166.436493,169.662292,165.715897,168.838699,142.679459,29215968
2009-11-26,168.358307,168.358307,162.867599,163.176407,137.894440,26016604
2009-11-27,160.808594,163.862793,159.950607,163.485306,138.155472,12745414
2009-11-30,163.279404,163.897095,161.529205,162.833298,137.604492,16194554
2009-12-01,161.117401,169.696594,161.117401,169.696594,143.404419,21017306
2009-12-02,169.044601,172.098801,168.117996,170.897705,144.419418,16999530
2009-12-03,171.584000,173.128296,169.868195,170.211395,143.839447,10624816
2009-12-04,171.549698,173.128296,167.157196,171.584000,144.999390,22175117
2009-12-07,171.206604,171.927200,169.593704,171.206604,144.680466,15084122
2009-12-08,169.765305,171.206604,166.951294,167.740601,141.751465,14764821
2009-12-09,166.813995,168.049393,163.382294,164.583405,139.083450,16747528
2009-12-10,165.063797,165.715897,163.862793,165.338394,139.721481,9901523
2009-12-11,165.029495,169.181900,164.823593,167.980804,141.954483,12895420
2009-12-14,168.701401,170.417297,168.598495,169.250504,143.027451,15402118
